full_date,pm2.5,temperature,pressure
2010-01-05,34.0,-18.0,1035.0
2010-01-05,27.0,-19.0,1035.0
2010-01-05,25.0,-18.0,1035.0
2010-01-05,28.0,-19.0,1035.0
2010-01-05,28.0,-16.0,1034.0
2010-01-05,27.0,-16.0,1035.0
2010-01-05,27.0,-16.0,1034.0
2010-01-05,27.0,-16.0,1035.0
2010-01-05,29.0,-15.0,1035.0
2010-01-05,36.0,-14.0,1035.0
2010-01-05,30.0,-13.0,1035.0
2010-01-05,27.0,-12.0,1034.0
2010-01-05,39.0,-11.0,1032.0
2010-01-05,41.0,-11.0,1032.0
2010-01-05,33.0,-11.0,1031.0
2010-01-05,50.0,-11.0,1031.0
2010-01-05,56.0,-11.0,1031.0
2010-01-05,59.0,-11.0,1032.0
2010-01-05,60.0,-13.0,1033.0
2010-01-05,84.0,-12.0,1033.0
2010-01-05,106.0,-18.0,1033.0
2010-01-05,66.0,-13.0,1034.0
2010-01-05,50.0,-16.0,1033.0
2010-01-06,56.0,-17.0,1033.0
2010-01-06,77.0,-14.0,1033.0
2010-01-06,50.0,-14.0,1034.0
2010-01-06,44.0,-14.0,1033.0
2010-01-06,27.0,-14.0,1033.0
2010-01-06,28.0,-14.0,1033.0
2010-01-06,21.0,-14.0,1033.0
2010-01-06,25.0,-15.0,1034.0
2010-01-06,20.0,-14.0,1034.0
2010-01-06,29.0,-13.0,1035.0
2010-01-06,34.0,-12.0,1035.0
2010-01-06,42.0,-11.0,1035.0
2010-01-06,28.0,-10.0,1034.0
2010-01-06,36.0,-10.0,1033.0
2010-01-06,48.0,-9.0,1033.0
2010-01-06,49.0,-8.0,1033.0
2010-01-06,52.0,-8.0,1033.0
2010-01-06,56.0,-9.0,1033.0
2010-01-06,96.0,-9.0,1033.0
2010-01-06,75.0,-14.0,1034.0
2010-01-06,105.0,-12.0,1035.0
2010-01-06,132.0,-14.0,1034.0
2010-01-06,93.0,-16.0,1035.0
2010-01-06,131.0,-16.0,1035.0
2010-01-07,127.0,-16.0,1035.0
2010-01-07,130.0,-16.0,1035.0
2010-01-07,43.0,-18.0,1036.0
2010-01-07,37.0,-15.0,1036.0
2010-01-07,30.0,-16.0,1035.0
2010-01-07,28.0,-15.0,1035.0
2010-01-07,24.0,-15.0,1035.0
2010-01-07,23.0,-13.0,1036.0
2010-01-07,24.0,-14.0,1036.0
2010-01-07,27.0,-12.0,1036.0
2010-01-07,40.0,-11.0,1036.0
2010-01-07,42.0,-10.0,1036.0
2010-01-07,42.0,-9.0,1035.0
2010-01-07,55.0,-8.0,1034.0
2010-01-07,52.0,-7.0,1033.0
2010-01-07,51.0,-7.0,1032.0
2010-01-07,57.0,-8.0,1032.0
2010-01-07,50.0,-9.0,1032.0
2010-01-07,54.0,-11.0,1032.0
2010-01-07,67.0,-11.0,1033.0
2010-01-07,106.0,-15.0,1032.0
2010-01-07,159.0,-14.0,1032.0
2010-01-07,198.0,-14.0,1032.0
2010-01-07,190.0,-16.0,1032.0
2010-01-08,210.0,-17.0,1031.0
2010-01-08,195.0,-16.0,1031.0
2010-01-08,275.0,-16.0,1031.0
2010-01-08,164.0,-15.0,1030.0
2010-01-08,110.0,-15.0,1030.0
2010-01-08,100.0,-15.0,1029.0
2010-01-08,81.0,-15.0,1029.0
2010-01-08,71.0,-13.0,1029.0
2010-01-08,66.0,-12.0,1029.0
2010-01-08,92.0,-12.0,1030.0
2010-01-08,135.0,-10.0,1030.0
2010-01-08,155.0,-10.0,1029.0
2010-01-08,198.0,-9.0,1028.0
2010-01-08,250.0,-8.0,1026.0
2010-01-08,200.0,-8.0,1026.0
2010-01-08,231.0,-8.0,1025.0
2010-01-08,250.0,-8.0,1025.0
2010-01-08,212.0,-8.0,1025.0
2010-01-08,219.0,-9.0,1026.0
2010-01-08,227.0,-11.0,1026.0
2010-01-08,226.0,-12.0,1026.0
2010-01-08,225.0,-14.0,1027.0
2010-01-08,168.0,-9.0,1027.0
2010-01-08,169.0,-11.0,1027.0
2010-01-09,165.0,-13.0,1027.0
2010-01-09,159.0,-13.0,1027.0
2010-01-09,167.0,-14.0,1027.0
2010-01-09,196.0,-15.0,1027.0
2010-01-09,169.0,-13.0,1027.0
2010-01-09,155.0,-16.0,1027.0
2010-01-09,119.0,-15.0,1027.0
2010-01-09,106.0,-15.0,1027.0
2010-01-09,93.0,-14.0,1028.0
2010-01-09,84.0,-9.0,1029.0
2010-01-09,73.0,-7.0,1029.0
2010-01-09,66.0,-6.0,1030.0
2010-01-09,40.0,-6.0,1029.0
2010-01-09,49.0,-5.0,1029.0
2010-01-09,50.0,-4.0,1029.0
2010-01-09,49.0,-4.0,1028.0
2010-01-09,41.0,-4.0,1029.0
2010-01-09,37.0,-4.0,1030.0
2010-01-09,45.0,-7.0,1030.0
2010-01-09,44.0,-6.0,1031.0
2010-01-09,54.0,-7.0,1032.0
2010-01-09,50.0,-6.0,1032.0
2010-01-09,47.0,-8.0,1033.0
2010-01-09,66.0,-8.0,1033.0
2010-01-10,75.0,-11.0,1033.0
2010-01-10,82.0,-13.0,1033.0
2010-01-10,66.0,-12.0,1033.0
2010-01-10,83.0,-13.0,1033.0
2010-01-10,62.0,-14.0,1032.0
2010-01-10,40.0,-13.0,1032.0
2010-01-10,23.0,-13.0,1032.0
2010-01-10,25.0,-14.0,1033.0
2010-01-10,27.0,-14.0,1034.0
2010-01-10,35.0,-12.0,1033.0
2010-01-10,50.0,-7.0,1033.0
2010-01-10,70.0,-7.0,1033.0
2010-01-10,75.0,-7.0,1032.0
2010-01-10,58.0,-6.0,1031.0
2010-01-10,70.0,-6.0,1031.0
2010-01-10,68.0,-5.0,1030.0
2010-01-10,71.0,-5.0,1031.0
2010-01-10,88.0,-6.0,1031.0
2010-01-10,84.0,-7.0,1032.0
2010-01-10,83.0,-6.0,1032.0
2010-01-10,66.0,-6.0,1033.0
2010-01-10,27.0,-4.0,1034.0
2010-01-10,24.0,-4.0,1034.0
2010-01-10,22.0,-5.0,1035.0
2010-01-11,23.0,-6.0,1035.0
2010-01-11,27.0,-8.0,1035.0
2010-01-11,23.0,-11.0,1036.0
2010-01-11,17.0,-11.0,1036.0
2010-01-11,17.0,-11.0,1035.0
2010-01-11,16.0,-12.0,1035.0
2010-01-11,16.0,-12.0,1035.0
2010-01-11,20.0,-13.0,1036.0
2010-01-11,20.0,-9.0,1036.0
2010-01-11,18.0,-10.0,1036.0
2010-01-11,25.0,-9.0,1036.0
2010-01-11,26.0,-9.0,1036.0
2010-01-11,27.0,-6.0,1035.0
2010-01-11,28.0,-5.0,1034.0
2010-01-11,15.0,-5.0,1033.0
2010-01-11,24.0,-5.0,1033.0
2010-01-11,13.0,-5.0,1032.0
2010-01-11,13.0,-5.0,1033.0
2010-01-11,13.0,-7.0,1033.0
2010-01-11,17.0,-7.0,1033.0
2010-01-11,20.0,-8.0,1033.0
2010-01-11,27.0,-10.0,1033.0
2010-01-11,20.0,-13.0,1033.0
2010-01-11,15.0,-12.0,1032.0
2010-01-12,21.0,-15.0,1031.0
2010-01-12,21.0,-14.0,1031.0
2010-01-12,37.0,-14.0,1031.0
2010-01-12,26.0,-18.0,1030.0
2010-01-12,15.0,-13.0,1030.0
2010-01-12,9.0,-14.0,1030.0
2010-01-12,11.0,-14.0,1030.0
2010-01-12,11.0,-12.0,1030.0
2010-01-12,16.0,-14.0,1030.0
2010-01-12,13.0,-12.0,1031.0
2010-01-12,15.0,-11.0,1031.0
2010-01-12,21.0,-11.0,1030.0
2010-01-12,24.0,-11.0,1029.0
2010-01-12,22.0,-11.0,1029.0
2010-01-12,22.0,-11.0,1029.0
2010-01-12,22.0,-11.0,1029.0
2010-01-12,19.0,-11.0,1030.0
2010-01-12,23.0,-11.0,1030.0
2010-01-12,25.0,-11.0,1032.0
2010-01-12,25.0,-11.0,1032.0
2010-01-12,31.0,-12.0,1032.0
2010-01-12,25.0,-12.0,1033.0
2010-01-12,22.0,-12.0,1033.0
2010-01-12,22.0,-12.0,1034.0
2010-01-13,15.0,-12.0,1034.0
2010-01-13,16.0,-12.0,1033.0
2010-01-13,11.0,-12.0,1033.0
2010-01-13,11.0,-13.0,1033.0
2010-01-13,12.0,-12.0,1032.0
2010-01-13,11.0,-12.0,1033.0
2010-01-13,12.0,-12.0,1032.0
2010-01-13,27.0,-12.0,1032.0
2010-01-13,28.0,-12.0,1032.0
2010-01-13,34.0,-11.0,1033.0
2010-01-13,33.0,-10.0,1033.0
2010-01-13,36.0,-9.0,1033.0
2010-01-13,26.0,-8.0,1031.0
2010-01-13,49.0,-6.0,1030.0
2010-01-13,52.0,-5.0,1029.0
2010-01-13,47.0,-5.0,1028.0
2010-01-13,47.0,-5.0,1028.0
2010-01-13,39.0,-7.0,1028.0
2010-01-13,59.0,-8.0,1028.0
2010-01-13,76.0,-9.0,1028.0
2010-01-13,96.0,-10.0,1027.0
2010-01-13,95.0,-13.0,1027.0
2010-01-13,68.0,-12.0,1027.0
2010-01-13,65.0,-13.0,1027.0
2010-01-14,75.0,-14.0,1026.0
2010-01-14,257.0,-15.0,1025.0
2010-01-14,174.0,-15.0,1025.0
2010-01-14,164.0,-16.0,1025.0
2010-01-14,161.0,-16.0,1024.0
2010-01-14,137.0,-17.0,1024.0
2010-01-14,92.0,-14.0,1023.0
2010-01-14,64.0,-17.0,1023.0
2010-01-14,87.0,-15.0,1024.0
2010-01-14,87.0,-14.0,1024.0
2010-01-14,84.0,-10.0,1024.0
2010-01-14,95.0,-9.0,1023.0
2010-01-14,79.0,-6.0,1023.0
2010-01-14,75.0,-5.0,1022.0
2010-01-14,79.0,-5.0,1022.0
2010-01-14,86.0,-4.0,1022.0
2010-01-14,72.0,-4.0,1023.0
2010-01-14,89.0,-5.0,1025.0
2010-01-14,94.0,-3.0,1026.0
2010-01-14,69.0,-3.0,1027.0
2010-01-14,49.0,-4.0,1029.0
2010-01-14,33.0,-5.0,1031.0
2010-01-14,27.0,-6.0,1032.0
2010-01-14,20.0,-6.0,1033.0
2010-01-15,36.0,-7.0,1034.0
2010-01-15,37.0,-8.0,1035.0
2010-01-15,30.0,-10.0,1035.0
2010-01-15,18.0,-10.0,1036.0
2010-01-15,21.0,-9.0,1036.0
2010-01-15,13.0,-9.0,1036.0
2010-01-15,23.0,-9.0,1037.0
2010-01-15,26.0,-9.0,1037.0
2010-01-15,27.0,-8.0,1038.0
2010-01-15,30.0,-8.0,1039.0
2010-01-15,28.0,-7.0,1039.0
2010-01-15,26.0,-6.0,1039.0
2010-01-15,26.0,-5.0,1039.0
2010-01-15,31.0,-4.0,1038.0
2010-01-15,35.0,-3.0,1037.0
2010-01-15,36.0,-3.0,1037.0
2010-01-15,37.0,-2.0,1037.0
2010-01-15,64.0,-5.0,1036.0
2010-01-15,83.0,-6.0,1036.0
2010-01-15,91.0,-6.0,1037.0
2010-01-15,90.0,-6.0,1037.0
2010-01-15,102.0,-8.0,1036.0
2010-01-15,94.0,-10.0,1037.0
2010-01-15,87.0,-11.0,1036.0
2010-01-16,141.0,-11.0,1036.0
2010-01-16,211.0,-13.0,1036.0
2010-01-16,242.0,-12.0,1036.0
2010-01-16,271.0,-13.0,1035.0
2010-01-16,249.0,-12.0,1035.0
2010-01-16,200.0,-10.0,1034.0
2010-01-16,147.0,-10.0,1034.0
2010-01-16,114.0,-11.0,1034.0
2010-01-16,102.0,-11.0,1034.0
2010-01-16,108.0,-9.0,1034.0
2010-01-16,135.0,-9.0,1034.0
2010-01-16,120.0,-6.0,1034.0
2010-01-16,148.0,-5.0,1033.0
2010-01-16,127.0,-4.0,1031.0
2010-01-16,128.0,-3.0,1031.0
2010-01-16,140.0,-3.0,1030.0
2010-01-16,148.0,-3.0,1030.0
2010-01-16,150.0,-4.0,1031.0
2010-01-16,154.0,-7.0,1031.0
2010-01-16,197.0,-7.0,1032.0
2010-01-16,235.0,-8.0,1032.0
2010-01-16,261.0,-9.0,1032.0
2010-01-16,269.0,-11.0,1032.0
2010-01-16,266.0,-11.0,1032.0
2010-01-17,263.0,-12.0,1032.0
2010-01-17,241.0,-11.0,1032.0
2010-01-17,205.0,-11.0,1031.0
2010-01-17,160.0,-12.0,1031.0
2010-01-17,150.0,-12.0,1031.0
2010-01-17,148.0,-10.0,1030.0
2010-01-17,208.0,-11.0,1030.0
2010-01-17,209.0,-10.0,1030.0
2010-01-17,183.0,-10.0,1030.0
2010-01-17,161.0,-8.0,1030.0
2010-01-17,182.0,-6.0,1030.0
2010-01-17,230.0,-5.0,1030.0
2010-01-17,170.0,-4.0,1029.0
2010-01-17,172.0,-3.0,1028.0
2010-01-17,154.0,-1.0,1027.0
2010-01-17,166.0,-1.0,1027.0
2010-01-17,177.0,-1.0,1026.0
2010-01-17,191.0,-3.0,1026.0
2010-01-17,212.0,-5.0,1027.0
2010-01-17,250.0,-6.0,1027.0
2010-01-17,268.0,-7.0,1027.0
2010-01-17,317.0,-7.0,1027.0
2010-01-17,291.0,-9.0,1027.0
2010-01-17,313.0,-9.0,1027.0
2010-01-18,282.0,-10.0,1028.0
2010-01-18,282.0,-11.0,1028.0
2010-01-18,303.0,-9.0,1028.0
2010-01-18,349.0,-10.0,1028.0
2010-01-18,407.0,-11.0,1028.0
2010-01-18,361.0,-11.0,1027.0
2010-01-18,234.0,-11.0,1028.0
2010-01-18,149.0,-11.0,1028.0
2010-01-18,147.0,-11.0,1028.0
2010-01-18,184.0,-6.0,1028.0
2010-01-18,161.0,-5.0,1028.0
2010-01-18,137.0,-3.0,1028.0
2010-01-18,146.0,-1.0,1027.0
2010-01-18,144.0,0.0,1026.0
2010-01-18,154.0,1.0,1025.0
2010-01-18,173.0,1.0,1025.0
2010-01-18,188.0,1.0,1025.0
2010-01-18,203.0,-1.0,1025.0
2010-01-18,233.0,-2.0,1025.0
2010-01-18,408.0,-3.0,1025.0
2010-01-18,435.0,-2.0,1026.0
2010-01-18,403.0,-1.0,1026.0
2010-01-18,360.0,-1.0,1026.0
2010-01-18,402.0,-1.0,1026.0
2010-01-19,358.0,-1.0,1025.0
2010-01-19,383.0,-1.0,1024.0
2010-01-19,332.0,-1.0,1024.0
2010-01-19,274.0,-1.0,1023.0
2010-01-19,256.0,-1.0,1022.0
2010-01-19,302.0,-1.0,1021.0
2010-01-19,330.0,-1.0,1021.0
2010-01-19,367.0,-1.0,1021.0
2010-01-19,297.0,0.0,1021.0
2010-01-19,331.0,0.0,1021.0
2010-01-19,323.0,0.0,1021.0
2010-01-19,339.0,1.0,1021.0
2010-01-19,301.0,1.0,1020.0
2010-01-19,310.0,1.0,1019.0
2010-01-19,305.0,1.0,1018.0
2010-01-19,313.0,2.0,1018.0
2010-01-19,336.0,2.0,1018.0
2010-01-19,357.0,2.0,1018.0
2010-01-19,485.0,1.0,1018.0
2010-01-19,426.0,2.0,1020.0
2010-01-19,403.0,1.0,1020.0
2010-01-19,374.0,0.0,1021.0
2010-01-19,333.0,0.0,1021.0
2010-01-19,343.0,1.0,1020.0
2010-01-20,364.0,0.0,1021.0
2010-01-20,389.0,-1.0,1022.0
2010-01-20,368.0,-2.0,1022.0
2010-01-20,267.0,-1.0,1023.0
2010-01-20,71.0,1.0,1023.0
2010-01-20,81.0,0.0,1024.0
2010-01-20,51.0,2.0,1026.0
2010-01-20,49.0,1.0,1027.0
2010-01-20,44.0,0.0,1028.0
2010-01-20,45.0,0.0,1030.0
2010-01-20,35.0,1.0,1032.0
2010-01-20,29.0,0.0,1033.0
2010-01-20,27.0,0.0,1033.0
2010-01-20,29.0,-1.0,1033.0
2010-01-20,16.0,-1.0,1032.0
2010-01-20,23.0,-1.0,1032.0
2010-01-20,28.0,-1.0,1033.0
2010-01-20,22.0,-2.0,1033.0
2010-01-20,11.0,-3.0,1034.0
2010-01-20,25.0,-4.0,1035.0
2010-01-20,16.0,-3.0,1036.0
2010-01-20,20.0,-4.0,1037.0
2010-01-20,20.0,-4.0,1038.0
2010-01-20,18.0,-5.0,1038.0
2010-01-21,18.0,-6.0,1038.0
2010-01-21,17.0,-6.0,1038.0
2010-01-21,17.0,-7.0,1038.0
2010-01-21,17.0,-8.0,1038.0
2010-01-21,15.0,-8.0,1038.0
2010-01-21,19.0,-9.0,1038.0
2010-01-21,16.0,-9.0,1038.0
2010-01-21,18.0,-9.0,1038.0
2010-01-21,18.0,-8.0,1039.0
2010-01-21,18.0,-8.0,1039.0
2010-01-21,26.0,-7.0,1039.0
2010-01-21,26.0,-7.0,1038.0
2010-01-21,25.0,-5.0,1037.0
2010-01-21,24.0,-5.0,1035.0
2010-01-21,15.0,-4.0,1034.0
2010-01-21,17.0,-3.0,1034.0
2010-01-21,15.0,-2.0,1033.0
2010-01-21,21.0,-2.0,1033.0
2010-01-21,40.0,-2.0,1034.0
2010-01-21,51.0,-3.0,1034.0
2010-01-21,45.0,-3.0,1035.0
2010-01-21,61.0,-8.0,1035.0
2010-01-21,72.0,-9.0,1035.0
2010-01-21,38.0,-9.0,1035.0
2010-01-22,35.0,-6.0,1036.0
2010-01-22,29.0,-4.0,1037.0
2010-01-22,26.0,-5.0,1037.0
2010-01-22,18.0,-6.0,1037.0
2010-01-22,15.0,-7.0,1036.0
2010-01-22,15.0,-7.0,1035.0
2010-01-22,22.0,-7.0,1035.0
2010-01-22,21.0,-7.0,1036.0
2010-01-22,19.0,-7.0,1036.0
2010-01-22,22.0,-5.0,1036.0
2010-01-22,25.0,-4.0,1036.0
2010-01-22,22.0,-4.0,1036.0
2010-01-22,26.0,-3.0,1035.0
2010-01-22,32.0,-3.0,1034.0
2010-01-22,30.0,-2.0,1033.0
2010-01-22,32.0,-2.0,1032.0
2010-01-22,30.0,-2.0,1032.0
2010-01-22,32.0,-2.0,1032.0
2010-01-22,37.0,-3.0,1032.0
2010-01-22,49.0,-5.0,1033.0
2010-01-22,47.0,-4.0,1033.0
2010-01-22,39.0,-4.0,1032.0
2010-01-22,35.0,-4.0,1032.0
2010-01-22,48.0,-7.0,1032.0
2010-01-23,49.0,-4.0,1033.0
2010-01-23,24.0,-8.0,1033.0
2010-01-23,23.0,-5.0,1032.0
2010-01-23,20.0,-6.0,1032.0
2010-01-23,19.0,-5.0,1031.0
2010-01-23,16.0,-6.0,1031.0
2010-01-23,22.0,-7.0,1031.0
2010-01-23,24.0,-7.0,1031.0
2010-01-23,24.0,-6.0,1031.0
2010-01-23,41.0,-2.0,1031.0
2010-01-23,23.0,-1.0,1031.0
2010-01-23,19.0,0.0,1030.0
2010-01-23,15.0,1.0,1029.0
2010-01-23,19.0,2.0,1027.0
2010-01-23,17.0,2.0,1025.0
2010-01-23,17.0,3.0,1024.0
2010-01-23,22.0,3.0,1024.0
2010-01-23,90.44257274119448,2.0,1024.0
2010-01-23,90.44257274119448,1.0,1024.0
2010-01-23,90.44257274119448,0.0,1024.0
2010-01-23,90.44257274119448,0.0,1024.0
2010-01-23,90.44257274119448,-3.0,1024.0
2010-01-23,90.44257274119448,0.0,1023.0
2010-01-23,90.44257274119448,0.0,1023.0
2010-01-24,90.44257274119448,-2.0,1022.0
2010-01-24,90.44257274119448,-7.0,1022.0
2010-01-24,90.44257274119448,-8.0,1021.0
2010-01-24,90.44257274119448,-11.0,1021.0
2010-01-24,90.44257274119448,-9.0,1019.0
2010-01-24,90.44257274119448,-10.0,1019.0
2010-01-24,90.44257274119448,-12.0,1019.0
2010-01-24,90.44257274119448,-12.0,1019.0
2010-01-24,90.44257274119448,-13.0,1019.0
2010-01-24,90.44257274119448,-7.0,1020.0
2010-01-24,90.44257274119448,-4.0,1019.0
2010-01-24,90.44257274119448,0.0,1019.0
2010-01-24,90.44257274119448,4.0,1018.0
2010-01-24,90.44257274119448,5.0,1017.0
2010-01-24,90.44257274119448,5.0,1017.0
2010-01-24,90.44257274119448,5.0,1017.0
2010-01-24,90.44257274119448,5.0,1018.0
2010-01-24,90.44257274119448,3.0,1020.0
2010-01-24,90.44257274119448,1.0,1023.0
2010-01-24,90.44257274119448,-1.0,1027.0
2010-01-24,90.44257274119448,-2.0,1028.0
2010-01-24,90.44257274119448,-3.0,1029.0
2010-01-24,90.44257274119448,-4.0,1030.0
2010-01-24,90.44257274119448,-5.0,1031.0
2010-01-25,90.44257274119448,-5.0,1031.0
2010-01-25,90.44257274119448,-6.0,1031.0
2010-01-25,90.44257274119448,-6.0,1032.0
2010-01-25,90.44257274119448,-6.0,1033.0
2010-01-25,90.44257274119448,-6.0,1033.0
2010-01-25,90.44257274119448,-7.0,1033.0
2010-01-25,90.44257274119448,-7.0,1033.0
2010-01-25,90.44257274119448,-7.0,1034.0
2010-01-25,90.44257274119448,-6.0,1035.0
2010-01-25,90.44257274119448,-4.0,1036.0
2010-01-25,90.44257274119448,-3.0,1036.0
2010-01-25,90.44257274119448,-2.0,1036.0
2010-01-25,90.44257274119448,-1.0,1035.0
2010-01-25,90.44257274119448,1.0,1033.0
2010-01-25,90.44257274119448,2.0,1032.0
2010-01-25,90.44257274119448,2.0,1031.0
2010-01-25,90.44257274119448,2.0,1031.0
2010-01-25,90.44257274119448,1.0,1031.0
2010-01-25,90.44257274119448,-1.0,1031.0
2010-01-25,90.44257274119448,-1.0,1031.0
2010-01-25,90.44257274119448,-4.0,1031.0
2010-01-25,90.44257274119448,-1.0,1031.0
2010-01-25,90.44257274119448,-5.0,1030.0
2010-01-25,90.44257274119448,-3.0,1030.0
2010-01-26,90.44257274119448,-9.0,1030.0
2010-01-26,90.44257274119448,-8.0,1029.0
2010-01-26,90.44257274119448,-11.0,1029.0
2010-01-26,90.44257274119448,-12.0,1029.0
2010-01-26,90.44257274119448,-10.0,1028.0
2010-01-26,90.44257274119448,-10.0,1028.0
2010-01-26,90.44257274119448,-12.0,1027.0
2010-01-26,90.44257274119448,-10.0,1027.0
2010-01-26,90.44257274119448,-13.0,1028.0
2010-01-26,90.44257274119448,-8.0,1028.0
2010-01-26,90.44257274119448,-6.0,1027.0
2010-01-26,90.44257274119448,-3.0,1027.0
2010-01-26,88.0,-1.0,1025.0
2010-01-26,85.0,0.0,1024.0
2010-01-26,90.0,1.0,1023.0
2010-01-26,127.0,2.0,1021.0
2010-01-26,144.0,1.0,1021.0
2010-01-26,203.0,-1.0,1021.0
2010-01-26,199.0,-3.0,1021.0
2010-01-26,231.0,-3.0,1021.0
2010-01-26,274.0,-5.0,1020.0
2010-01-26,340.0,-6.0,1020.0
2010-01-26,298.0,-5.0,1020.0
2010-01-26,268.0,-4.0,1019.0
2010-01-27,299.0,-4.0,1019.0
2010-01-27,300.0,-3.0,1018.0
2010-01-27,240.0,-4.0,1017.0
2010-01-27,213.0,-4.0,1016.0
2010-01-27,171.0,-3.0,1016.0
2010-01-27,153.0,-4.0,1016.0
2010-01-27,153.0,-5.0,1015.0
2010-01-27,140.0,-4.0,1015.0
2010-01-27,147.0,-3.0,1015.0
2010-01-27,158.0,-1.0,1015.0
2010-01-27,153.0,1.0,1015.0
2010-01-27,154.0,3.0,1015.0
2010-01-27,143.0,4.0,1014.0
2010-01-27,90.0,6.0,1013.0
2010-01-27,55.0,8.0,1012.0
2010-01-27,52.0,8.0,1013.0
2010-01-27,41.0,7.0,1014.0
2010-01-27,29.0,7.0,1015.0
2010-01-27,37.0,5.0,1016.0
2010-01-27,49.0,4.0,1018.0
2010-01-27,56.0,3.0,1019.0
2010-01-27,38.0,3.0,1020.0
2010-01-27,37.0,3.0,1021.0
2010-01-27,28.0,0.0,1022.0
2010-01-28,20.0,-1.0,1023.0
2010-01-28,22.0,-1.0,1023.0
2010-01-28,27.0,-1.0,1024.0
